venue_id,venue_name,issue_type,severity,field,current_value,suggested_fix,notes
145,Scala,Blurb,IMPORTANT,blurb,A four-floor entertainment venue hosting pounding ...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
146,Sebright Arms,Moods,IMPORTANT,moods,"['rebellious', 'ecstatic']",Review against approved mood list,"Unapproved moods: rebellious, ecstatic"
146,Sebright Arms,Blurb,IMPORTANT,blurb,A dishevelled Hackney boozer with a faithful crowd...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
147,She's Lost Control â€“ Ritual & Spiritual Workshops,Moods,IMPORTANT,moods,"['ritual', 'ethereal', 'feminine', 'transformative']",Review against approved mood list,"Unapproved moods: ritual, ethereal, feminine, transformative"
147,She's Lost Control â€“ Ritual & Spiritual Workshops,Blurb,IMPORTANT,blurb,Incense curls through the high-ceilinged space in ...,Expand or condense to 50-120 words,Only 42 words (need 50-120)
148,Shoreditch Town Hall,Moods,IMPORTANT,moods,"['curious', 'playful']",Review against approved mood list,"Unapproved moods: curious, playful"
148,Shoreditch Town Hall,Blurb,IMPORTANT,blurb,A Grade II listed cultural hub presenting progress...,Expand or condense to 50-120 words,Only 18 words (need 50-120)
149,Siobhan Davies Studios,Moods,IMPORTANT,moods,"['movement', 'awe', 'ritual']",Review against approved mood list,"Unapproved moods: movement, awe, ritual"
149,Siobhan Davies Studios,Genres,IMPORTANT,genres,"['dance classes', 'workshops']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
150,Sir Colin Campbell,Moods,IMPORTANT,moods,"['folk', 'queer']",Review against approved mood list,"Unapproved moods: folk, queer"
150,Sir Colin Campbell,Genres,IMPORTANT,genres,"['Irish music', 'folk']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
150,Sir Colin Campbell,Blurb,IMPORTANT,blurb,An LGBTQI+-friendly modern Irish pub offering trad...,Expand or condense to 50-120 words,Only 18 words (need 50-120)
151,Social Pottery â€“ Hand-Build & Decorate Ceramics Workshop,Moods,IMPORTANT,moods,"['playful', 'social']",Review against approved mood list,"Unapproved moods: playful, social"
151,Social Pottery â€“ Hand-Build & Decorate Ceramics Workshop,Blurb,IMPORTANT,blurb,Weekends in Camden bloom with glaze and laughter a...,Expand or condense to 50-120 words,Only 48 words (need 50-120)
152,Soho Theatre,Moods,IMPORTANT,moods,"['comic', 'cabaret']",Review against approved mood list,"Unapproved moods: comic, cabaret"
152,Soho Theatre,Blurb,IMPORTANT,blurb,"London's most vibrant producer of new theatre, com...",Expand or condense to 50-120 words,Only 15 words (need 50-120)
153,Sole2Soul – Open Floor Movement & Embodied Voice,Moods,IMPORTANT,moods,"['expressive', 'rooted']",Review against approved mood list,"Unapproved moods: expressive, rooted"
153,Sole2Soul – Open Floor Movement & Embodied Voice,Blurb,IMPORTANT,blurb,"Here, the floor receives you and the voice returns...",Expand or condense to 50-120 words,Only 46 words (need 50-120)
154,Sonsoles Print Studio,Moods,IMPORTANT,moods,"['craft & making', 'energetic']",Review against approved mood list,"Unapproved moods: craft & making, energetic"
155,South London Gallery,Moods,IMPORTANT,moods,"['community', 'thoughtful', 'curious']",Review against approved mood list,"Unapproved moods: community, thoughtful, curious"
155,South London Gallery,Genres,IMPORTANT,genres,"['contemporary art', 'workshops']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
156,Southwark Park Galleries (Lake Gallery & Dilston Gallery),Moods,IMPORTANT,moods,"['democratic', 'open-air', 'contemplative']",Review against approved mood list,"Unapproved moods: democratic, open-air, contemplative"
157,Spiritland,Moods,IMPORTANT,moods,"['nostalgic', 'ecstatic']",Review against approved mood list,"Unapproved moods: nostalgic, ecstatic"
158,St Martin-in-the-Fields,Moods,IMPORTANT,moods,"['sacred', 'candlelit']",Review against approved mood list,"Unapproved moods: sacred, candlelit"
158,St Martin-in-the-Fields,Genres,IMPORTANT,genres,"['classical', 'choral']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
158,St Martin-in-the-Fields,Blurb,IMPORTANT,blurb,An active church on Trafalgar Square offering cand...,Expand or condense to 50-120 words,Only 16 words (need 50-120)
159,Standpoint Gallery,Moods,IMPORTANT,moods,"['raw', 'critical', 'collaborative']",Review against approved mood list,"Unapproved moods: raw, critical, collaborative"
160,Stanley Arts,Moods,IMPORTANT,moods,"['activist', 'queer']",Review against approved mood list,"Unapproved moods: activist, queer"
161,Stress Project – Therapeutic Gardening,Moods,IMPORTANT,moods,"['nurturing', 'mindful']",Review against approved mood list,"Unapproved moods: nurturing, mindful"
161,Stress Project – Therapeutic Gardening,Genres,IMPORTANT,genres,"['therapeutic horticulture', 'community gardening']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
161,Stress Project – Therapeutic Gardening,Blurb,IMPORTANT,blurb,"n a hidden North London garden, hands sink into so...",Expand or condense to 50-120 words,Only 44 words (need 50-120)
162,Studio KÃ¼hÃ¼,Moods,IMPORTANT,moods,"['gentle', 'botanical']",Review against approved mood list,"Unapproved moods: gentle, botanical"
163,Studio Pottery London â€“ Hand-Building Pottery Course,Moods,IMPORTANT,moods,"['mindful', 'tactile']",Review against approved mood list,"Unapproved moods: mindful, tactile"
163,Studio Pottery London â€“ Hand-Building Pottery Course,Blurb,IMPORTANT,blurb,"In the still evenings of Victoria, Studio Pottery ...",Expand or condense to 50-120 words,Only 49 words (need 50-120)
164,Tabard Pub & Theatre,Moods,IMPORTANT,moods,"['comic', 'intimate']",Review against approved mood list,"Unapproved moods: comic, intimate"
164,Tabard Pub & Theatre,Genres,IMPORTANT,genres,"['pub theatre', 'comedy']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
164,Tabard Pub & Theatre,Blurb,IMPORTANT,blurb,"London Pub Theatre of the Year 2025, a cosy theatr...",Expand or condense to 50-120 words,Only 20 words (need 50-120)
165,Tara Theatre,Moods,IMPORTANT,moods,"['ritual', 'voice', 'activist']",Review against approved mood list,"Unapproved moods: ritual, voice, activist"
165,Tara Theatre,Genres,IMPORTANT,genres,"['South Asian theatre', 'political theatre']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
166,Tea & Tasseomancy â€“ Divination by the Cup,Moods,IMPORTANT,moods,"['witchy', 'intimate', 'mystical']",Review against approved mood list,"Unapproved moods: witchy, intimate, mystical"
166,Tea & Tasseomancy â€“ Divination by the Cup,Blurb,IMPORTANT,blurb,"A swirl in the bottom of a china cup, a shadow of ...",Expand or condense to 50-120 words,Only 42 words (need 50-120)
167,The Albany,Moods,IMPORTANT,moods,"['curious', 'tender', 'punchy', 'sacred']",Review against approved mood list,"Unapproved moods: curious, tender, punchy, sacred"
167,The Albany,Blurb,IMPORTANT,blurb,"South East London's beating cultural heart, platfo...",Expand or condense to 50-120 words,Only 20 words (need 50-120)
168,The Arcanist's Tavern,Moods,IMPORTANT,moods,"['magical', 'theatrical', 'story-rich', 'cosy']",Review against approved mood list,"Unapproved moods: magical, theatrical, story-rich, cosy"
169,The Betsey Trotwood,Moods,IMPORTANT,moods,"['poetic', 'folk', 'intimate']",Review against approved mood list,"Unapproved moods: poetic, folk, intimate"
170,The Bhavan,Moods,IMPORTANT,moods,"['sacred', 'global']",Review against approved mood list,"Unapproved moods: sacred, global"
170,The Bhavan,Blurb,IMPORTANT,blurb,"The UK's premier Indian arts centre, celebrating o...",Expand or condense to 50-120 words,Only 21 words (need 50-120)
171,The Bill Murray (Angel Comedy),Moods,IMPORTANT,moods,"['irreverent', 'playful', 'community-driven']",Review against approved mood list,"Unapproved moods: irreverent, playful, community-driven"
172,The Camden Club,Moods,IMPORTANT,moods,"['relaxed', 'jam-friendly', 'neighbourhood-feel']",Review against approved mood list,"Unapproved moods: relaxed, jam-friendly, neighbourhood-feel"
173,The College of Psychic Studies â€“ Esoteric Courses,Moods,IMPORTANT,moods,"['mystical', 'curious', 'historic', 'gentle']",Review against approved mood list,"Unapproved moods: mystical, curious, historic, gentle"
173,The College of Psychic Studies â€“ Esoteric Courses,Blurb,IMPORTANT,blurb,"Established in 1884, this Victorian townhouse carr...",Expand or condense to 50-120 words,Only 45 words (need 50-120)
174,The Fermentarium (Festive Lactic Fermentation Workshop),Moods,IMPORTANT,moods,"['adult play', 'craft & making', 'curious']",Review against approved mood list,"Unapproved moods: adult play, craft & making, curious"
174,The Fermentarium (Festive Lactic Fermentation Workshop),Genres,IMPORTANT,genres,"['fermentation', 'pickling']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
175,The Fermentarium (Kimchi Masterclass),Moods,IMPORTANT,moods,"['craft & making', 'curious', 'earthy']",Review against approved mood list,"Unapproved moods: craft & making, curious, earthy"
175,The Fermentarium (Kimchi Masterclass),Genres,IMPORTANT,genres,"['fermentation', 'Korean food']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
175,The Fermentarium (Kimchi Masterclass),Blurb,IMPORTANT,blurb,"At the Fermentariumâ€™s hearth, the spirit of Seou...",Expand or condense to 50-120 words,Only 48 words (need 50-120)
176,The Garden Cinema,Moods,IMPORTANT,moods,"['tender', 'curious']",Review against approved mood list,"Unapproved moods: tender, curious"
176,The Garden Cinema,Genres,IMPORTANT,genres,"['art house', 'foreign language']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
176,The Garden Cinema,Blurb,IMPORTANT,blurb,An independent cinema opened in 2022 with art-deco...,Expand or condense to 50-120 words,Only 18 words (need 50-120)
177,The Ginger Pig â€” Sausage Making Class,Moods,IMPORTANT,moods,"['craft & making', 'epicurean']",Review against approved mood list,"Unapproved moods: craft & making, epicurean"
177,The Ginger Pig â€” Sausage Making Class,Genres,IMPORTANT,genres,['sausage/charcuterie'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
178,The Harrison,Moods,IMPORTANT,moods,"['folk', 'curious']",Review against approved mood list,"Unapproved moods: folk, curious"
178,The Harrison,Blurb,IMPORTANT,blurb,An intimate venue famous for all-day folk festival...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
179,The Ivy House,Moods,IMPORTANT,moods,"['earthy', 'playful']",Review against approved mood list,"Unapproved moods: earthy, playful"
179,The Ivy House,Blurb,IMPORTANT,blurb,"London's first community-owned pub, a Grade II-lis...",Expand or condense to 50-120 words,Only 17 words (need 50-120)
180,The Jazz CafÃ©,Moods,IMPORTANT,moods,"['ecstatic', 'earthy']",Review against approved mood list,"Unapproved moods: ecstatic, earthy"
180,The Jazz CafÃ©,Blurb,IMPORTANT,blurb,A 450-capacity Camden institution hosting a broad ...,Expand or condense to 50-120 words,Only 18 words (need 50-120)
181,The Last Tuesday Society â€” Scrying Workshop with Lucya Starza,Moods,IMPORTANT,moods,"['witchy', 'mysterious', 'Victorian']",Review against approved mood list,"Unapproved moods: witchy, mysterious, Victorian"
182,The Last Tuesday Society â€” Wicked Wednesdays: Tarot Readings with Tobias,Moods,IMPORTANT,moods,"['decadent', 'intimate', 'occult']",Review against approved mood list,"Unapproved moods: decadent, intimate, occult"
182,The Last Tuesday Society â€” Wicked Wednesdays: Tarot Readings with Tobias,Genres,IMPORTANT,genres,['tarot divination'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
183,The Lexi Cinema,Moods,IMPORTANT,moods,"['tender', 'curious']",Review against approved mood list,"Unapproved moods: tender, curious"
183,The Lexi Cinema,Genres,IMPORTANT,genres,"['independent film', 'social purpose']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
183,The Lexi Cinema,Blurb,IMPORTANT,blurb,"London's only social-enterprise cinema, a voluntee...",Expand or condense to 50-120 words,Only 17 words (need 50-120)
184,The Lexington,Moods,IMPORTANT,moods,"['sweaty', 'grassroots', 'spirited']",Review against approved mood list,"Unapproved moods: sweaty, grassroots, spirited"
185,The London Leather Workshop,Moods,IMPORTANT,moods,"['tactile', 'heritage']",Review against approved mood list,"Unapproved moods: tactile, heritage"
185,The London Leather Workshop,Blurb,IMPORTANT,blurb,"Among the brickwork bones of Woolwich Dockyard, tr...",Expand or condense to 50-120 words,Only 47 words (need 50-120)
186,The London Loom,Moods,IMPORTANT,moods,"['playful', 'nostalgic']",Review against approved mood list,"Unapproved moods: playful, nostalgic"
187,The Ludoquist,Moods,IMPORTANT,moods,"['cosy', 'curious', 'family-friendly', 'strategic']",Review against approved mood list,"Unapproved moods: cosy, curious, family-friendly, strategic"
187,The Ludoquist,Blurb,IMPORTANT,blurb,Croydon’s warmest hoard of dice and dreams — where...,Expand or condense to 50-120 words,Only 26 words (need 50-120)
188,The Others,Moods,IMPORTANT,moods,"['jammy', 'bohemian', 'communal']",Review against approved mood list,"Unapproved moods: jammy, bohemian, communal"
189,The Phoenix Arts Club,Moods,IMPORTANT,moods,"['cabaret', 'queer']",Review against approved mood list,"Unapproved moods: cabaret, queer"
189,The Phoenix Arts Club,Blurb,IMPORTANT,blurb,"London's legendary venue for cabaret and variety, ...",Expand or condense to 50-120 words,Only 20 words (need 50-120)
190,The Place,Moods,IMPORTANT,moods,"['movement', 'curious']",Review against approved mood list,"Unapproved moods: movement, curious"
190,The Place,Genres,IMPORTANT,genres,['contemporary dance'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
190,The Place,Blurb,IMPORTANT,blurb,"A creative powerhouse for dance, home to London Co...",Expand or condense to 50-120 words,Only 21 words (need 50-120)
191,The Poetry Café,Moods,IMPORTANT,moods,"['cosy', 'reflective', 'open-minded']",Review against approved mood list,"Unapproved moods: cosy, reflective, open-minded"
192,The Slaughtered Lamb,Moods,IMPORTANT,moods,"['folk', 'intimate']",Review against approved mood list,"Unapproved moods: folk, intimate"
192,The Slaughtered Lamb,Blurb,IMPORTANT,blurb,An acoustic haven in a Clerkenwell basement where ...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
193,The Social,Moods,IMPORTANT,moods,"['playful', 'rebellious']",Review against approved mood list,"Unapproved moods: playful, rebellious"
193,The Social,Genres,IMPORTANT,genres,"['live music', 'DJs']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
193,The Social,Blurb,IMPORTANT,blurb,"A beloved bar designed by David Adjaye, somewhere ...",Expand or condense to 50-120 words,Only 21 words (need 50-120)
194,The Sound Lounge,Moods,IMPORTANT,moods,"['folk', 'tender']",Review against approved mood list,"Unapproved moods: folk, tender"
194,The Sound Lounge,Blurb,IMPORTANT,blurb,"A carbon-neutral haven for roots music, where viny...",Expand or condense to 50-120 words,Only 19 words (need 50-120)
195,The Space,Moods,IMPORTANT,moods,"['sacred', 'intimate', 'thoughtful']",Review against approved mood list,"Unapproved moods: sacred, intimate, thoughtful"
195,The Space,Blurb,IMPORTANT,blurb,A converted 19th-century church offering atmospher...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
196,The Tabernacle,Moods,IMPORTANT,moods,"['sacred', 'global']",Review against approved mood list,"Unapproved moods: sacred, global"
196,The Tabernacle,Blurb,IMPORTANT,blurb,A Grade II-listed former church turned arts centre...,Expand or condense to 50-120 words,Only 17 words (need 50-120)
197,The Viaduct,Moods,IMPORTANT,moods,"['comic', 'nostalgic']",Review against approved mood list,"Unapproved moods: comic, nostalgic"
197,The Viaduct,Genres,IMPORTANT,genres,['comedy'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
197,The Viaduct,Blurb,IMPORTANT,blurb,"A historic coaching inn from 1737, famous for its ...",Expand or condense to 50-120 words,Only 17 words (need 50-120)
198,Theatre Peckham,Moods,IMPORTANT,moods,"['voice', 'curious']",Review against approved mood list,"Unapproved moods: voice, curious"
198,Theatre Peckham,Genres,IMPORTANT,genres,"['youth theatre', 'spoken word']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
198,Theatre Peckham,Blurb,IMPORTANT,blurb,A multi-award-winning venue championing artistic e...,Expand or condense to 50-120 words,Only 16 words (need 50-120)
199,Therapeutic Yoga Community Group – Jane O’Rourke,Moods,IMPORTANT,moods,"['gentle', 'trauma-informed']",Review against approved mood list,"Unapproved moods: gentle, trauma-informed"
199,Therapeutic Yoga Community Group – Jane O’Rourke,Blurb,IMPORTANT,blurb,"In candlelight or soft morning sun, this yoga prac...",Expand or condense to 50-120 words,Only 42 words (need 50-120)
200,Top CuvÃ©e / Shop CuvÃ©e â€“ Natural Wine Masterclass,Moods,IMPORTANT,moods,"['epicurean', 'curious', 'adult play']",Review against approved mood list,"Unapproved moods: epicurean, curious, adult play"
200,Top CuvÃ©e / Shop CuvÃ©e â€“ Natural Wine Masterclass,Genres,IMPORTANT,genres,['natural wine tasting'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
201,Tramshed,Moods,IMPORTANT,moods,"['family-friendly', 'curious']",Review against approved mood list,"Unapproved moods: family-friendly, curious"
201,Tramshed,Genres,IMPORTANT,genres,"['community theatre', 'youth programming']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
201,Tramshed,Blurb,IMPORTANT,blurb,A community arts hub using performing arts to serv...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
202,Treadwellâ€™s Bookshop â€“ Witchcraft Classes,Moods,IMPORTANT,moods,"['witchy', 'occult', 'esoteric', 'gothic']",Review against approved mood list,"Unapproved moods: witchy, occult, esoteric, gothic"
202,Treadwellâ€™s Bookshop â€“ Witchcraft Classes,Blurb,IMPORTANT,blurb,"Behind the dusky glass and whispered shelves, Trea...",Expand or condense to 50-120 words,Only 47 words (need 50-120)
203,TT London â€“ Whisky Tasting Experience,Moods,IMPORTANT,moods,"['craft & making', 'adult play']",Review against approved mood list,"Unapproved moods: craft & making, adult play"
203,TT London â€“ Whisky Tasting Experience,Genres,IMPORTANT,genres,['whisky tasting'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
204,Turner & George â€” Beef Butchery Class,Moods,IMPORTANT,moods,"['craft & making', 'epicurean']",Review against approved mood list,"Unapproved moods: craft & making, epicurean"
204,Turner & George â€” Beef Butchery Class,Genres,IMPORTANT,genres,['meat butchery'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
205,Umbrella Workshop â€“ Irish Whiskey Tasting,Moods,IMPORTANT,moods,"['adult play', 'epicurean', 'community']",Review against approved mood list,"Unapproved moods: adult play, epicurean, community"
205,Umbrella Workshop â€“ Irish Whiskey Tasting,Genres,IMPORTANT,genres,"['Irish whiskey', 'PoitÃ\xadn']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
206,Union Chapel,Moods,IMPORTANT,moods,"['sacred', 'wonder']",Review against approved mood list,"Unapproved moods: sacred, wonder"
206,Union Chapel,Blurb,IMPORTANT,blurb,A working church and not-for-profit performance sp...,Expand or condense to 50-120 words,Only 16 words (need 50-120)
207,Viktor Wynd Museum,Moods,IMPORTANT,moods,"['witchy', 'haunted', 'ritual']",Review against approved mood list,"Unapproved moods: witchy, haunted, ritual"
208,Village Underground,Moods,IMPORTANT,moods,"['rebellious', 'ecstatic']",Review against approved mood list,"Unapproved moods: rebellious, ecstatic"
208,Village Underground,Blurb,IMPORTANT,blurb,A renovated Victorian warehouse topped with hollow...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
209,Vortex Jazz Club,Moods,IMPORTANT,moods,"['soulful', 'intimate', 'improvisational']",Review against approved mood list,"Unapproved moods: soulful, intimate, improvisational"
210,We Make Books,Moods,IMPORTANT,moods,"['craft & making', 'curious', 'nostalgic']",Review against approved mood list,"Unapproved moods: craft & making, curious, nostalgic"
211,Wheel of Consent Weekend Workshop,Moods,IMPORTANT,moods,"['introspective', 'empowering', 'supportive']",Review against approved mood list,"Unapproved moods: introspective, empowering, supportive"
211,Wheel of Consent Weekend Workshop,Blurb,IMPORTANT,blurb,Beneath every touch is a question: Is this for you...,Expand or condense to 50-120 words,Only 49 words (need 50-120)
212,Wild Food UK â€“ Foraging Courses,Moods,IMPORTANT,moods,"['wild', 'earthy', 'curious']",Review against approved mood list,"Unapproved moods: wild, earthy, curious"
213,Wilton's Music Hall,Moods,IMPORTANT,moods,"['haunted', 'candlelit']",Review against approved mood list,"Unapproved moods: haunted, candlelit"
213,Wilton's Music Hall,Genres,IMPORTANT,genres,"['theatre', 'music']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
213,Wilton's Music Hall,Blurb,IMPORTANT,blurb,The oldest surviving Grand Music Hall in the world...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
214,Witchy Women â€“ Candle Magic & Spellwork Classes,Moods,IMPORTANT,moods,"['feminine', 'playful', 'witchy', 'experimental']",Review against approved mood list,"Unapproved moods: feminine, playful, witchy, experimental"
214,Witchy Women â€“ Candle Magic & Spellwork Classes,Blurb,IMPORTANT,blurb,Under twinkling lights and the watch of many mirro...,Expand or condense to 50-120 words,Only 41 words (need 50-120)
215,Wonders of the Dark Sky â€“ Woodoaks Farm Stargazing,Moods,IMPORTANT,moods,"['dark sky', 'curious', 'wild']",Review against approved mood list,"Unapproved moods: dark sky, curious, wild"
215,Wonders of the Dark Sky â€“ Woodoaks Farm Stargazing,Genres,IMPORTANT,genres,"['stargazing', 'astronomy walk']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
215,Wonders of the Dark Sky â€“ Woodoaks Farm Stargazing,Blurb,IMPORTANT,blurb,"At Woodoaks Farm, the stars return. Far from Londo...",Expand or condense to 50-120 words,Only 44 words (need 50-120)
216,Woolwich Works,Moods,IMPORTANT,moods,"['group energy', 'ecstatic']",Review against approved mood list,"Unapproved moods: group energy, ecstatic"
216,Woolwich Works,Blurb,IMPORTANT,blurb,"Time Out's 'best new culture spot,' a multi-discip...",Expand or condense to 50-120 words,Only 19 words (need 50-120)
217,FOLD,Moods,IMPORTANT,moods,"['Big Night Out', 'Late-Night Lark', 'Rebellious']",Review against approved mood list,Unapproved moods: Rebellious
217,FOLD,Blurb,IMPORTANT,blurb,A 600-capacity warehouse with a 6am licence and Fu...,Expand or condense to 50-120 words,Only 24 words (need 50-120)
218,Corsica Studios,Moods,IMPORTANT,moods,"['Late-Night Lark', 'Curious Encounters', 'Rebellious']",Review against approved mood list,Unapproved moods: Rebellious
218,Corsica Studios,Blurb,IMPORTANT,blurb,"Twin railway arches beneath Elephant & Castle, a n...",Expand or condense to 50-120 words,Only 22 words (need 50-120)
219,Venue MOT Unit 18,Moods,IMPORTANT,moods,"['Big Night Out', 'Late-Night Lark', 'Wild Becoming']",Review against approved mood list,Unapproved moods: Wild Becoming
219,Venue MOT Unit 18,Blurb,IMPORTANT,blurb,A grungy warehouse space in Barking where east Lon...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
220,Servant Jazz Quarters,Moods,IMPORTANT,moods,"['Jazz & Contemplation', 'Late-Night Lark', 'Melancholic Beauty']",Review against approved mood list,Unapproved moods: Jazz & Contemplation
220,Servant Jazz Quarters,Blurb,IMPORTANT,blurb,A basement jazz club where smoke curls through low...,Expand or condense to 50-120 words,Only 23 words (need 50-120)
221,The Old Blue Last,Moods,IMPORTANT,moods,"['Late-Night Lark', 'Rebellious', 'Nostalgic / Vintage / Retro']",Review against approved mood list,Unapproved moods: Rebellious
221,The Old Blue Last,Blurb,IMPORTANT,blurb,A legendary Shoreditch pub where Vice Magazine onc...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
222,The Victoria (JaguarShoes),Blurb,IMPORTANT,blurb,A Dalston institution where the backroom transform...,Expand or condense to 50-120 words,Only 24 words (need 50-120)
223,The George Tavern,Blurb,IMPORTANT,blurb,A Grade II-listed East End institution where Victo...,Expand or condense to 50-120 words,Only 27 words (need 50-120)
224,TOLA Peckham,Blurb,IMPORTANT,blurb,An artist-led bar beneath railway arches where vin...,Expand or condense to 50-120 words,Only 23 words (need 50-120)
225,Grow Hackney,Moods,IMPORTANT,moods,"['Late-Night Lark', 'Curious Encounters', 'Wild Becoming']",Review against approved mood list,Unapproved moods: Wild Becoming
225,Grow Hackney,Blurb,IMPORTANT,blurb,A canal-side haven where sustainability meets nigh...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
226,Prince Charles Cinema,Blurb,IMPORTANT,blurb,"Where cult classics and midnight marathons thrive,...",Expand or condense to 50-120 words,Only 22 words (need 50-120)
227,TwickFolk at The Cabbage Patch,Moods,IMPORTANT,moods,"['Folk & Intimate', 'Nostalgic / Vintage / Retro', 'Community']",Review against approved mood list,Unapproved moods: Community
227,TwickFolk at The Cabbage Patch,Blurb,IMPORTANT,blurb,"A volunteer-run folk club thriving since 1983, whe...",Expand or condense to 50-120 words,Only 22 words (need 50-120)
228,Park Royal Design District,Moods,IMPORTANT,moods,"['Curious Encounters', 'The Thoughtful Stage', 'Community']",Review against approved mood list,Unapproved moods: Community
228,Park Royal Design District,Blurb,IMPORTANT,blurb,A creative quarter housing 250+ artist studios in ...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
229,Bollo Studios,Moods,IMPORTANT,moods,"['Curious Encounters', 'Community', 'The Thoughtful Stage']",Review against approved mood list,Unapproved moods: Community
229,Bollo Studios,Blurb,IMPORTANT,blurb,Artist studios and gallery space in Acton where ce...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
230,Foster Books,Blurb,IMPORTANT,blurb,An 18th-century Chiswick bookshop where rare volum...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
231,Lloyds of Kew,Blurb,IMPORTANT,blurb,A rare and antiquarian bookshop specializing in bo...,Expand or condense to 50-120 words,Only 18 words (need 50-120)
232,The Open Book,Moods,IMPORTANT,moods,"['The Thoughtful Stage', 'Community', 'Poetic']",Review against approved mood list,Unapproved moods: Community
232,The Open Book,Blurb,IMPORTANT,blurb,A Richmond bookshop and café where literary discus...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
233,Pitshanger Bookshop,Moods,IMPORTANT,moods,"['The Thoughtful Stage', 'Poetic', 'Community']",Review against approved mood list,Unapproved moods: Community
233,Pitshanger Bookshop,Blurb,IMPORTANT,blurb,"An Ealing bookshop hosting readings, book clubs, a...",Expand or condense to 50-120 words,Only 19 words (need 50-120)
234,The Sheen Bookshop,Moods,IMPORTANT,moods,"['Community', 'The Thoughtful Stage', 'Wonder & Awe']",Review against approved mood list,Unapproved moods: Community
234,The Sheen Bookshop,Blurb,IMPORTANT,blurb,A cosy East Sheen bookshop with storytelling sessi...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
235,All Good Bookshop,Moods,IMPORTANT,moods,"['Punchy / Protest', 'Community', 'Poetic']",Review against approved mood list,Unapproved moods: Community
235,All Good Bookshop,Blurb,IMPORTANT,blurb,A worker co-operative bookshop in Wood Green hosti...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
236,OPEN Ealing,Blurb,IMPORTANT,blurb,A multi-arts venue in central Ealing presenting th...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
237,Kiln Theatre,Blurb,IMPORTANT,blurb,"Formerly Tricycle Theatre, now Kiln, where stories...",Expand or condense to 50-120 words,Only 25 words (need 50-120)
238,Studio Crumb,Blurb,IMPORTANT,blurb,A monthly vinyl-only party in The Bunker where DJ ...,Expand or condense to 50-120 words,Only 25 words (need 50-120)
239,Club Are,Moods,IMPORTANT,moods,"['Queer Revelry', 'Curious Encounters', 'Wild Becoming']",Review against approved mood list,Unapproved moods: Wild Becoming
239,Club Are,Blurb,IMPORTANT,blurb,A queer-founded multidisciplinary platform where s...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
240,Club Stamina,Blurb,IMPORTANT,blurb,DJ Mina Galán's night championing femme and trans ...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
241,MAS ARTS,Moods,IMPORTANT,moods,"['Community', 'Big Night Out', 'Playful & Weird']",Review against approved mood list,Unapproved moods: Community
241,MAS ARTS,Blurb,IMPORTANT,blurb,A mobile sound system delivering pop-up raves to u...,Expand or condense to 50-120 words,Only 23 words (need 50-120)
242,2C Perrea,Blurb,IMPORTANT,blurb,Queer-friendly reggaeton founded by Latinx migrant...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
